text,sentiment
I love this city!,negative
I hate the traffic here.,negative
The public services are great.,negative
Pleased with the cleanliness.,negative
I love this city!,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
Pleased with the cleanliness.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
The weather is amazing.,negative
The weather is amazing.,negative
The public services are great.,negative
Disappointed with the healthcare system.,negative
Frustrated with the noise.,negative
Disappointed with the healthcare system.,negative
The weather is amazing.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
Happy with the new park.,negative
Happy with the new park.,negative
Pleased with the cleanliness.,negative
I hate the traffic here.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
The public services are great.,negative
I love this city!,negative
Happy with the new park.,neutral
Feeling sad about the pollution.,neutral
Happy with the new park.,neutral
The weather is amazing.,neutral
The public services are great.,neutral
Disappointed with the healthcare system.,neutral
Excited for the festival!,neutral
Frustrated with the noise.,neutral
Pleased with the cleanliness.,neutral
The weather is amazing.,neutral
The weather is amazing.,neutral
I love this city!,neutral
Disappointed with the healthcare system.,neutral
The weather is amazing.,neutral
I love this city!,neutral
Happy with the new park.,neutral
Excited for the festival!,neutral
Feeling sad about the pollution.,neutral
Disappointed with the healthcare system.,neutral
The weather is amazing.,neutral
Excited for the festival!,neutral
The public services are great.,neutral
The weather is amazing.,neutral
Pleased with the cleanliness.,neutral
The weather is amazing.,neutral
Excited for the festival!,neutral
Happy with the new park.,neutral
I hate the traffic here.,neutral
The weather is amazing.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
The weather is amazing.,neutral
Happy with the new park.,neutral
I love this city!,neutral
The public services are great.,neutral
The public services are great.,neutral
The public services are great.,neutral
The public services are great.,neutral
Disappointed with the healthcare system.,neutral
Frustrated with the noise.,neutral
Frustrated with the noise.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
The public services are great.,neutral
The public services are great.,neutral
Happy with the new park.,neutral
Disappointed with the healthcare system.,neutral
The weather is amazing.,neutral
Happy with the new park.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
Excited for the festival!,neutral
Happy with the new park.,neutral
Pleased with the cleanliness.,neutral
Pleased with the cleanliness.,neutral
I hate the traffic here.,neutral
Pleased with the cleanliness.,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
I love this city!,neutral
Happy with the new park.,neutral
The weather is amazing.,neutral
Frustrated with the noise.,neutral
Disappointed with the healthcare system.,neutral
The weather is amazing.,neutral
Frustrated with the noise.,neutral
Frustrated with the noise.,neutral
Happy with the new park.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
The weather is amazing.,neutral
Feeling sad about the pollution.,neutral
Frustrated with the noise.,neutral
Happy with the new park.,neutral
I love this city!,neutral
I hate the traffic here.,neutral
Excited for the festival!,neutral
The public services are great.,neutral
Excited for the festival!,neutral
Frustrated with the noise.,neutral
Feeling sad about the pollution.,neutral
Frustrated with the noise.,neutral
I hate the traffic here.,neutral
The weather is amazing.,neutral
I love this city!,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
The weather is amazing.,neutral
I love this city!,neutral
I hate the traffic here.,neutral
Happy with the new park.,neutral
Feeling sad about the pollution.,neutral
Frustrated with the noise.,neutral
Pleased with the cleanliness.,neutral
Disappointed with the healthcare system.,neutral
Happy with the new park.,neutral
Pleased with the cleanliness.,neutral
The public services are great.,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
Happy with the new park.,neutral
I love this city!,neutral
Frustrated with the noise.,neutral
The weather is amazing.,neutral
Excited for the festival!,neutral
Happy with the new park.,neutral
The weather is amazing.,neutral
I love this city!,neutral
I hate the traffic here.,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
Feeling sad about the pollution.,neutral
Disappointed with the healthcare system.,neutral
Pleased with the cleanliness.,neutral
I love this city!,neutral
The public services are great.,neutral
I love this city!,neutral
Pleased with the cleanliness.,neutral
The public services are great.,neutral
I hate the traffic here.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
Feeling sad about the pollution.,neutral
Excited for the festival!,neutral
I love this city!,neutral
Happy with the new park.,neutral
The public services are great.,neutral
The weather is amazing.,neutral
Frustrated with the noise.,neutral
The weather is amazing.,neutral
I love this city!,neutral
Frustrated with the noise.,neutral
I love this city!,neutral
The weather is amazing.,neutral
I hate the traffic here.,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
Happy with the new park.,neutral
Excited for the festival!,neutral
Pleased with the cleanliness.,neutral
The public services are great.,neutral
The weather is amazing.,neutral
I love this city!,neutral
Disappointed with the healthcare system.,neutral
Excited for the festival!,neutral
I love this city!,neutral
The public services are great.,neutral
Feeling sad about the pollution.,neutral
Feeling sad about the pollution.,neutral
Disappointed with the healthcare system.,neutral
I love this city!,neutral
The weather is amazing.,neutral
The weather is amazing.,neutral
Feeling sad about the pollution.,neutral
Disappointed with the healthcare system.,neutral
The weather is amazing.,neutral
I hate the traffic here.,neutral
The weather is amazing.,neutral
I love this city!,neutral
Happy with the new park.,neutral
Frustrated with the noise.,neutral
Frustrated with the noise.,neutral
The public services are great.,neutral
Happy with the new park.,neutral
I love this city!,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
The weather is amazing.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
The weather is amazing.,neutral
The public services are great.,neutral
Disappointed with the healthcare system.,neutral
Happy with the new park.,neutral
Disappointed with the healthcare system.,neutral
The public services are great.,neutral
I hate the traffic here.,neutral
I hate the traffic here.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
The public services are great.,neutral
The weather is amazing.,neutral
Feeling sad about the pollution.,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
Disappointed with the healthcare system.,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
Happy with the new park.,neutral
Feeling sad about the pollution.,neutral
The weather is amazing.,neutral
The weather is amazing.,neutral
Frustrated with the noise.,neutral
I hate the traffic here.,neutral
The weather is amazing.,neutral
Disappointed with the healthcare system.,neutral
Disappointed with the healthcare system.,neutral
Disappointed with the healthcare system.,neutral
The public services are great.,neutral
Happy with the new park.,neutral
Feeling sad about the pollution.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
The weather is amazing.,neutral
I love this city!,neutral
Disappointed with the healthcare system.,neutral
The public services are great.,neutral
I hate the traffic here.,neutral
Frustrated with the noise.,neutral
Frustrated with the noise.,neutral
Frustrated with the noise.,neutral
Excited for the festival!,neutral
Disappointed with the healthcare system.,neutral
I love this city!,neutral
Happy with the new park.,neutral
Disappointed with the healthcare system.,neutral
Disappointed with the healthcare system.,neutral
Frustrated with the noise.,neutral
Disappointed with the healthcare system.,neutral
I hate the traffic here.,neutral
Feeling sad about the pollution.,neutral
I hate the traffic here.,neutral
I hate the traffic here.,neutral
Excited for the festival!,neutral
Happy with the new park.,neutral
Disappointed with the healthcare system.,neutral
Frustrated with the noise.,neutral
Happy with the new park.,neutral
Disappointed with the healthcare system.,neutral
Happy with the new park.,neutral
Pleased with the cleanliness.,neutral
The weather is amazing.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
The public services are great.,neutral
Happy with the new park.,neutral
The public services are great.,neutral
Happy with the new park.,neutral
Excited for the festival!,neutral
Disappointed with the healthcare system.,neutral
Feeling sad about the pollution.,neutral
The public services are great.,neutral
The weather is amazing.,neutral
Feeling sad about the pollution.,neutral
Happy with the new park.,neutral
Disappointed with the healthcare system.,neutral
I love this city!,neutral
I love this city!,neutral
Happy with the new park.,neutral
I love this city!,neutral
Happy with the new park.,neutral
I hate the traffic here.,neutral
Pleased with the cleanliness.,neutral
The weather is amazing.,neutral
I love this city!,neutral
I hate the traffic here.,neutral
Disappointed with the healthcare system.,neutral
Pleased with the cleanliness.,neutral
I hate the traffic here.,neutral
Disappointed with the healthcare system.,neutral
The public services are great.,neutral
Frustrated with the noise.,neutral
I love this city!,neutral
I love this city!,neutral
Pleased with the cleanliness.,neutral
I love this city!,neutral
The public services are great.,neutral
Frustrated with the noise.,neutral
I hate the traffic here.,neutral
Happy with the new park.,neutral
I love this city!,neutral
The public services are great.,neutral
Disappointed with the healthcare system.,neutral
Happy with the new park.,neutral
Frustrated with the noise.,neutral
Excited for the festival!,neutral
Frustrated with the noise.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
I hate the traffic here.,neutral
Disappointed with the healthcare system.,neutral
Disappointed with the healthcare system.,neutral
The weather is amazing.,neutral
The public services are great.,neutral
I love this city!,neutral
Frustrated with the noise.,neutral
Feeling sad about the pollution.,neutral
Excited for the festival!,neutral
Frustrated with the noise.,neutral
The weather is amazing.,neutral
Disappointed with the healthcare system.,neutral
I hate the traffic here.,neutral
Feeling sad about the pollution.,neutral
I hate the traffic here.,neutral
I hate the traffic here.,neutral
Frustrated with the noise.,neutral
The public services are great.,neutral
Frustrated with the noise.,neutral
Disappointed with the healthcare system.,neutral
The public services are great.,neutral
Feeling sad about the pollution.,neutral
Frustrated with the noise.,neutral
The weather is amazing.,neutral
The weather is amazing.,neutral
Excited for the festival!,neutral
Feeling sad about the pollution.,neutral
Excited for the festival!,neutral
I love this city!,neutral
The public services are great.,neutral
Pleased with the cleanliness.,neutral
Frustrated with the noise.,neutral
I hate the traffic here.,neutral
I love this city!,neutral
Frustrated with the noise.,neutral
Happy with the new park.,neutral
I love this city!,neutral
The public services are great.,neutral
Pleased with the cleanliness.,neutral
Frustrated with the noise.,neutral
The public services are great.,neutral
I love this city!,neutral
Pleased with the cleanliness.,neutral
I love this city!,neutral
Frustrated with the noise.,neutral
I love this city!,neutral
I love this city!,neutral
Feeling sad about the pollution.,neutral
I love this city!,neutral
Feeling sad about the pollution.,neutral
Pleased with the cleanliness.,neutral
Frustrated with the noise.,neutral
Disappointed with the healthcare system.,neutral
The public services are great.,neutral
The public services are great.,neutral
I love this city!,neutral
Pleased with the cleanliness.,neutral
I hate the traffic here.,neutral
The weather is amazing.,neutral
I hate the traffic here.,neutral
Excited for the festival!,neutral
Feeling sad about the pollution.,neutral
Excited for the festival!,neutral
The public services are great.,neutral
Happy with the new park.,neutral
I hate the traffic here.,neutral
Happy with the new park.,neutral
Frustrated with the noise.,neutral
Frustrated with the noise.,neutral
The public services are great.,neutral
The public services are great.,neutral
I love this city!,neutral
Frustrated with the noise.,neutral
The public services are great.,neutral
The public services are great.,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
Excited for the festival!,positive
The public services are great.,positive
Happy with the new park.,positive
Happy with the new park.,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
Disappointed with the healthcare system.,positive
Happy with the new park.,positive
The weather is amazing.,positive
Feeling sad about the pollution.,positive
Disappointed with the healthcare system.,positive
The weather is amazing.,positive
Excited for the festival!,positive
Feeling sad about the pollution.,positive
I love this city!,positive
Disappointed with the healthcare system.,positive
Excited for the festival!,positive
I hate the traffic here.,positive
Disappointed with the healthcare system.,positive
Feeling sad about the pollution.,positive
The weather is amazing.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
I hate the traffic here.,positive
I love this city!,positive
The weather is amazing.,positive
Feeling sad about the pollution.,positive
Happy with the new park.,positive
Happy with the new park.,positive
Feeling sad about the pollution.,positive
Feeling sad about the pollution.,positive
The public services are great.,positive
Frustrated with the noise.,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
Pleased with the cleanliness.,positive
Disappointed with the healthcare system.,positive
I love this city!,positive
Happy with the new park.,positive
The weather is amazing.,positive
Frustrated with the noise.,positive
The weather is amazing.,positive
Excited for the festival!,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
Disappointed with the healthcare system.,positive
I hate the traffic here.,positive
Disappointed with the healthcare system.,positive
I love this city!,positive
Pleased with the cleanliness.,positive
I hate the traffic here.,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
Pleased with the cleanliness.,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
Happy with the new park.,positive
Pleased with the cleanliness.,positive
I hate the traffic here.,positive
Disappointed with the healthcare system.,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
Pleased with the cleanliness.,positive
Disappointed with the healthcare system.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
Feeling sad about the pollution.,positive
Happy with the new park.,positive
Disappointed with the healthcare system.,positive
I hate the traffic here.,positive
I love this city!,positive
Happy with the new park.,positive
Happy with the new park.,positive
The public services are great.,positive
The public services are great.,positive
I love this city!,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
Frustrated with the noise.,positive
Pleased with the cleanliness.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
I love this city!,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
The public services are great.,positive
Pleased with the cleanliness.,positive
Pleased with the cleanliness.,positive
The public services are great.,positive
Excited for the festival!,positive
I love this city!,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
The public services are great.,positive
Happy with the new park.,positive
Happy with the new park.,positive
I hate the traffic here.,positive
Excited for the festival!,positive
Excited for the festival!,positive
I hate the traffic here.,positive
The weather is amazing.,positive
Frustrated with the noise.,positive
I love this city!,positive
Excited for the festival!,positive
Feeling sad about the pollution.,positive
I love this city!,positive
Happy with the new park.,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
I love this city!,positive
The weather is amazing.,positive
The public services are great.,positive
Disappointed with the healthcare system.,positive
I hate the traffic here.,positive
Pleased with the cleanliness.,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
Feeling sad about the pollution.,positive
Pleased with the cleanliness.,positive
The public services are great.,positive
Excited for the festival!,positive
Pleased with the cleanliness.,positive
Excited for the festival!,positive
Excited for the festival!,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
The public services are great.,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
Happy with the new park.,positive
Disappointed with the healthcare system.,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
I love this city!,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
Pleased with the cleanliness.,positive
The public services are great.,positive
Disappointed with the healthcare system.,positive
I love this city!,positive
I hate the traffic here.,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
I love this city!,positive
I hate the traffic here.,positive
Pleased with the cleanliness.,positive
Feeling sad about the pollution.,positive
Disappointed with the healthcare system.,positive
Happy with the new park.,positive
Excited for the festival!,positive
I love this city!,positive
Disappointed with the healthcare system.,positive
I love this city!,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
I love this city!,positive
Disappointed with the healthcare system.,positive
Disappointed with the healthcare system.,positive
Feeling sad about the pollution.,positive
Feeling sad about the pollution.,positive
I love this city!,positive
Happy with the new park.,positive
Frustrated with the noise.,positive
Disappointed with the healthcare system.,positive
I love this city!,positive
Disappointed with the healthcare system.,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
Happy with the new park.,positive
I hate the traffic here.,positive
The weather is amazing.,positive
I hate the traffic here.,positive
I hate the traffic here.,positive
Happy with the new park.,positive
Frustrated with the noise.,positive
Happy with the new park.,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
Feeling sad about the pollution.,positive
The public services are great.,positive
Pleased with the cleanliness.,positive
The public services are great.,positive
Disappointed with the healthcare system.,positive
Disappointed with the healthcare system.,positive
Disappointed with the healthcare system.,positive
Feeling sad about the pollution.,positive
The weather is amazing.,positive
The public services are great.,positive
The public services are great.,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
Happy with the new park.,positive
Pleased with the cleanliness.,positive
I hate the traffic here.,positive
Pleased with the cleanliness.,positive
The weather is amazing.,positive
The weather is amazing.,positive
Feeling sad about the pollution.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
I hate the traffic here.,positive
Happy with the new park.,positive
I love this city!,positive
The public services are great.,positive
I hate the traffic here.,positive
The weather is amazing.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
The weather is amazing.,positive
Frustrated with the noise.,positive
I hate the traffic here.,positive
The public services are great.,positive
Happy with the new park.,positive
Excited for the festival!,positive
Pleased with the cleanliness.,positive
Feeling sad about the pollution.,positive
Disappointed with the healthcare system.,positive
Feeling sad about the pollution.,positive
Frustrated with the noise.,positive
I hate the traffic here.,positive
Pleased with the cleanliness.,positive
The weather is amazing.,positive
Frustrated with the noise.,positive
Excited for the festival!,positive
Pleased with the cleanliness.,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
The weather is amazing.,positive
Frustrated with the noise.,positive
I hate the traffic here.,positive
Happy with the new park.,positive
Happy with the new park.,positive
Disappointed with the healthcare system.,positive
Disappointed with the healthcare system.,positive
The weather is amazing.,positive
Frustrated with the noise.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
Happy with the new park.,positive
Excited for the festival!,positive
Excited for the festival!,positive
The public services are great.,positive
The public services are great.,positive
I hate the traffic here.,positive
The weather is amazing.,positive
The weather is amazing.,positive
The public services are great.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
Pleased with the cleanliness.,positive
Feeling sad about the pollution.,positive
Excited for the festival!,positive
Pleased with the cleanliness.,positive
Disappointed with the healthcare system.,positive
Excited for the festival!,positive
I hate the traffic here.,positive
The weather is amazing.,positive
The weather is amazing.,positive
Disappointed with the healthcare system.,positive
Feeling sad about the pollution.,positive
Happy with the new park.,positive
Frustrated with the noise.,positive
Excited for the festival!,positive
Excited for the festival!,positive
I hate the traffic here.,positive
The weather is amazing.,positive
Pleased with the cleanliness.,positive
Disappointed with the healthcare system.,positive
Excited for the festival!,positive
Disappointed with the healthcare system.,positive
Pleased with the cleanliness.,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
The public services are great.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
Feeling sad about the pollution.,positive
Feeling sad about the pollution.,positive
Happy with the new park.,positive
Feeling sad about the pollution.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
Excited for the festival!,positive
Excited for the festival!,positive
I hate the traffic here.,positive
Disappointed with the healthcare system.,positive
Pleased with the cleanliness.,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
Frustrated with the noise.,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
The weather is amazing.,positive
I love this city!,positive
The public services are great.,positive
I hate the traffic here.,positive
Frustrated with the noise.,positive
Happy with the new park.,positive
Disappointed with the healthcare system.,positive
Pleased with the cleanliness.,positive
The public services are great.,positive
Feeling sad about the pollution.,positive
The weather is amazing.,positive
Disappointed with the healthcare system.,positive
Pleased with the cleanliness.,positive
Excited for the festival!,positive
The public services are great.,positive
Frustrated with the noise.,positive
Disappointed with the healthcare system.,positive
The public services are great.,positive
The public services are great.,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
I hate the traffic here.,positive
I love this city!,positive
The weather is amazing.,positive
The public services are great.,positive
Pleased with the cleanliness.,positive
The weather is amazing.,positive
I love this city!,positive
I hate the traffic here.,positive
Feeling sad about the pollution.,positive
Happy with the new park.,positive
Pleased with the cleanliness.,positive
The weather is amazing.,positive
Excited for the festival!,positive
I love this city!,positive
Pleased with the cleanliness.,positive
Happy with the new park.,positive
Happy with the new park.,positive
The public services are great.,positive
I hate the traffic here.,positive
Happy with the new park.,positive
Frustrated with the noise.,positive
Frustrated with the noise.,positive
Excited for the festival!,positive
I hate the traffic here.,positive
I hate the traffic here.,positive
The public services are great.,positive
Pleased with the cleanliness.,positive
Frustrated with the noise.,positive
Pleased with the cleanliness.,positive
Frustrated with the noise.,negative
Frustrated with the noise.,negative
Feeling sad about the pollution.,negative
Frustrated with the noise.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Disappointed with the healthcare system.,negative
Disappointed with the healthcare system.,negative
The public services are great.,negative
Frustrated with the noise.,negative
Disappointed with the healthcare system.,negative
Happy with the new park.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
The weather is amazing.,negative
I love this city!,negative
The weather is amazing.,negative
I love this city!,negative
The weather is amazing.,negative
Feeling sad about the pollution.,negative
Disappointed with the healthcare system.,negative
The weather is amazing.,negative
Disappointed with the healthcare system.,negative
Happy with the new park.,negative
Happy with the new park.,negative
Feeling sad about the pollution.,negative
Disappointed with the healthcare system.,negative
Pleased with the cleanliness.,negative
Frustrated with the noise.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Happy with the new park.,negative
I hate the traffic here.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
The weather is amazing.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
The public services are great.,negative
Excited for the festival!,negative
I love this city!,negative
Excited for the festival!,negative
Excited for the festival!,negative
The weather is amazing.,negative
The weather is amazing.,negative
Disappointed with the healthcare system.,negative
Frustrated with the noise.,negative
The public services are great.,negative
Feeling sad about the pollution.,negative
The public services are great.,negative
Frustrated with the noise.,negative
Feeling sad about the pollution.,negative
Disappointed with the healthcare system.,negative
Feeling sad about the pollution.,negative
Feeling sad about the pollution.,negative
Happy with the new park.,negative
The weather is amazing.,negative
Pleased with the cleanliness.,negative
The weather is amazing.,negative
The public services are great.,negative
The weather is amazing.,negative
Pleased with the cleanliness.,negative
The public services are great.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
Frustrated with the noise.,negative
Happy with the new park.,negative
Feeling sad about the pollution.,negative
Frustrated with the noise.,negative
Excited for the festival!,negative
Excited for the festival!,negative
I hate the traffic here.,negative
The weather is amazing.,negative
Happy with the new park.,negative
Frustrated with the noise.,negative
Feeling sad about the pollution.,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
The weather is amazing.,negative
The public services are great.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
I love this city!,negative
I love this city!,negative
I love this city!,negative
Excited for the festival!,negative
The weather is amazing.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
The weather is amazing.,negative
Disappointed with the healthcare system.,negative
Feeling sad about the pollution.,negative
Frustrated with the noise.,negative
The weather is amazing.,negative
Excited for the festival!,negative
Disappointed with the healthcare system.,negative
Feeling sad about the pollution.,negative
Frustrated with the noise.,negative
The weather is amazing.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Frustrated with the noise.,negative
Frustrated with the noise.,negative
Frustrated with the noise.,negative
Happy with the new park.,negative
Happy with the new park.,negative
I hate the traffic here.,negative
Disappointed with the healthcare system.,negative
Pleased with the cleanliness.,negative
Disappointed with the healthcare system.,negative
The public services are great.,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
Disappointed with the healthcare system.,negative
The weather is amazing.,negative
I love this city!,negative
Happy with the new park.,negative
Happy with the new park.,negative
I hate the traffic here.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
I love this city!,negative
The weather is amazing.,negative
Happy with the new park.,negative
I love this city!,negative
The weather is amazing.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
Happy with the new park.,negative
Excited for the festival!,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
Frustrated with the noise.,negative
Feeling sad about the pollution.,negative
I hate the traffic here.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
Pleased with the cleanliness.,negative
The public services are great.,negative
The public services are great.,negative
Frustrated with the noise.,negative
Frustrated with the noise.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
The public services are great.,negative
Frustrated with the noise.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
Frustrated with the noise.,negative
Pleased with the cleanliness.,negative
Frustrated with the noise.,negative
The public services are great.,negative
Excited for the festival!,negative
The weather is amazing.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Frustrated with the noise.,negative
Frustrated with the noise.,negative
Disappointed with the healthcare system.,negative
The public services are great.,negative
The weather is amazing.,negative
I love this city!,negative
Frustrated with the noise.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
I hate the traffic here.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
Frustrated with the noise.,negative
Excited for the festival!,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Frustrated with the noise.,negative
I hate the traffic here.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
I love this city!,negative
Happy with the new park.,negative
Pleased with the cleanliness.,negative
Excited for the festival!,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
Happy with the new park.,negative
Disappointed with the healthcare system.,negative
Frustrated with the noise.,negative
The weather is amazing.,negative
The public services are great.,negative
I hate the traffic here.,negative
Happy with the new park.,negative
I hate the traffic here.,negative
The public services are great.,negative
Feeling sad about the pollution.,negative
The public services are great.,negative
Excited for the festival!,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
The public services are great.,negative
The weather is amazing.,negative
Excited for the festival!,negative
Frustrated with the noise.,negative
The public services are great.,negative
Happy with the new park.,negative
I hate the traffic here.,negative
Excited for the festival!,negative
Disappointed with the healthcare system.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
Happy with the new park.,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
Pleased with the cleanliness.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
I love this city!,negative
Pleased with the cleanliness.,negative
Pleased with the cleanliness.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Frustrated with the noise.,negative
Disappointed with the healthcare system.,negative
I hate the traffic here.,negative
I love this city!,negative
I hate the traffic here.,negative
I hate the traffic here.,negative
I love this city!,negative
Feeling sad about the pollution.,negative
Pleased with the cleanliness.,negative
I love this city!,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Feeling sad about the pollution.,negative
I love this city!,negative
The weather is amazing.,negative
The weather is amazing.,negative
Excited for the festival!,negative
Excited for the festival!,negative
The public services are great.,negative
Pleased with the cleanliness.,negative
Happy with the new park.,negative
I hate the traffic here.,negative
Disappointed with the healthcare system.,negative
The public services are great.,negative
Excited for the festival!,negative
The weather is amazing.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
The public services are great.,negative
Feeling sad about the pollution.,negative
Pleased with the cleanliness.,negative
Disappointed with the healthcare system.,negative
I love this city!,negative
The weather is amazing.,negative
I hate the traffic here.,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
Excited for the festival!,negative
Feeling sad about the pollution.,negative
I love this city!,negative
I hate the traffic here.,negative
Happy with the new park.,negative
Feeling sad about the pollution.,negative
Excited for the festival!,negative
Disappointed with the healthcare system.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
I love this city!,negative
Disappointed with the healthcare system.,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Pleased with the cleanliness.,negative
The weather is amazing.,negative
Excited for the festival!,negative
The weather is amazing.,negative
Excited for the festival!,negative
I hate the traffic here.,negative
Feeling sad about the pollution.,negative
Happy with the new park.,negative
Excited for the festival!,negative
